{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-medium-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0642101_pe700896_s5.jpg?f=xxs', 'price': '6 685', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0396624_pe562820_s5.jpg?f=xxs', 'price': '6 685', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0535966_pe649731_s5.jpg?f=xxs', 'price': '4 804', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-talgje__0535961_pe649716_s5.jpg?f=xxs', 'price': '6 005', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0536015_pe649764_s5.jpg?f=xxs', 'price': '7 005', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-talgje__0535965_pe649730_s5.jpg?f=xxs', 'price': '4 454', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0535962_pe649715_s5.jpg?f=xxs', 'price': '7 005', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-talgje__0642039_pe700845_s5.jpg?f=xxs', 'price': '4 454', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-talgje__0536155_pe649899_s5.jpg?f=xxs', 'price': '4 494', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0642101_pe700896_s5.jpg?f=xxs', 'price': '7 085', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-talgje__0536014_pe649763_s5.jpg?f=xxs', 'price': '6 505', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0396622_pe562818_s5.jpg?f=xxs', 'price': '4 844', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-tuddal__0396624_pe562820_s5.jpg?f=xxs', 'price': '7 085', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-talgje__0535961_pe649716_s5.jpg?f=xxs', 'price': '6 505', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'SNARUM', 'description': 'Sprung base incl. mattress pad, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/snarum-sprung-base-incl-mattress-pad-medium-firm-talgje__0536151_pe649888_s5.jpg?f=xxs', 'price': '6 585', 'springs': 'Springs', 'firmness': 'Medium firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-valevag-firm-medium-firm-tuddal-tibbleby-green__1259531_pe926715_s5.jpg?f=xxs', 'price': '15 495', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-valevag-firm-tuddal-tibbleby-green__1259531_pe926715_s5.jpg?f=xxs', 'price': '15 495', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-valevag-medium-firm-tuddal-tibbleby-green__1259531_pe926715_s5.jpg?f=xxs', 'price': '15 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-valevag-medium-firm-tuddal-tibbleby-green__1259531_pe926715_s5.jpg?f=xxs', 'price': '13 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-valevag-firm-medium-firm-tuddal-tibbleby-green__1259531_pe926715_s5.jpg?f=xxs', 'price': '13 395', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-valevag-firm-tuddal-tibbleby-green__1259531_pe926715_s5.jpg?f=xxs', 'price': '13 595', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536158_pe649885_s5.jpg?f=xxs', 'price': '12 485', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536158_pe649885_s5.jpg?f=xxs', 'price': '12 485', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0536021_pe649767_s5.jpg?f=xxs', 'price': '12 405', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0396496_pe562396_s5.jpg?f=xxs', 'price': '12 485', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0536021_pe649767_s5.jpg?f=xxs', 'price': '12 405', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0535968_pe649733_s5.jpg?f=xxs', 'price': '12 405', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-medium-firm-tustna__0396496_pe562396_s5.jpg?f=xxs', 'price': '12 485', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STAVANGER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stavanger-sprung-base-incl-mattress-pad-firm-tustna__0535968_pe649733_s5.jpg?f=xxs', 'price': '12 405', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '13 895', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '15 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '11 240', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '13 895', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '14 795', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '13 895', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '14 795', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '10 894', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '13 895', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-hornnes-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '11 240', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '15 595', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '15 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '11 594', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '11 594', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '10 894', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '14 395', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '15 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-hornnes-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '11 240', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '11 594', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '13 795', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '14 795', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '14 395', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '14 395', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '15 595', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '14 395', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '10 894', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '14 795', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-gunnared-beige__0794066_pe765492_s5.jpg?f=xxs', 'price': '10 894', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '11 240', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '15 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-gunnared-beige__0794065_pe765491_s5.jpg?f=xxs', 'price': '15 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-gunnared-beige__0794062_pe765489_s5.jpg?f=xxs', 'price': '15 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-gunnared-beige__0794064_pe765490_s5.jpg?f=xxs', 'price': '11 594', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STUVLAND', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-sprung-base-incl-mattress-pad-medium-firm-tistedal-natural__0563975_pe665615_s5.jpg?f=xxs', 'price': '9 050', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STUVLAND', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-sprung-base-incl-mattress-pad-medium-firm-tistedal-natural__0563944_pe665577_s5.jpg?f=xxs', 'price': '9 090', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STUVLAND', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-sprung-base-incl-mattress-pad-medium-firm-tistedal-natural__0564023_pe665601_s5.jpg?f=xxs', 'price': '9 090', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'STUVLAND', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-sprung-base-incl-mattress-pad-firm-tistedal-natural__0563944_pe665577_s5.jpg?f=xxs', 'price': '9 090', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STUVLAND', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-sprung-base-incl-mattress-pad-firm-tistedal-natural__0563975_pe665615_s5.jpg?f=xxs', 'price': '9 050', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'STUVLAND', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/stuvland-sprung-base-incl-mattress-pad-firm-tistedal-natural__0564023_pe665601_s5.jpg?f=xxs', 'price': '9 090', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed with storage, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-with-storage-valevag-firm-medium-firm-tuddal-tibbleby-beige__1260060_pe926919_s5.jpg?f=xxs', 'price': '16 595', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed with storage, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-with-storage-valevag-medium-firm-tuddal-tibbleby-beige__1260060_pe926919_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed with storage, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-with-storage-valevag-medium-firm-tuddal-tibbleby-beige__1260060_pe926919_s5.jpg?f=xxs', 'price': '16 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed with storage, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-with-storage-valevag-firm-tuddal-tibbleby-beige__1260060_pe926919_s5.jpg?f=xxs', 'price': '16 595', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed with storage, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-with-storage-valevag-firm-medium-firm-tuddal-tibbleby-beige__1260060_pe926919_s5.jpg?f=xxs', 'price': '14 395', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'LILLFJÄLLET', 'description': 'Divan bed with storage, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/lillfjaellet-divan-bed-with-storage-valevag-firm-tuddal-tibbleby-beige__1260060_pe926919_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tustna-orrsta-light-grey__0932404_pe791443_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tustna-orrsta-light-grey__0932404_pe791443_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tussoey-orrsta-light-grey__0932397_pe791437_s5.jpg?f=xxs', 'price': '10 590', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tussoey-orrsta-light-grey__0932397_pe791437_s5.jpg?f=xxs', 'price': '10 590', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tussoey-orrsta-light-grey__0932397_pe791437_s5.jpg?f=xxs', 'price': '10 590', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tussoey-orrsta-light-grey__0932397_pe791437_s5.jpg?f=xxs', 'price': '10 590', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tussoey-orrsta-light-grey__0932397_pe791437_s5.jpg?f=xxs', 'price': '10 590', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tustna-orrsta-light-grey__0932404_pe791443_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tustna-orrsta-light-grey__0932404_pe791443_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tussoey-orrsta-light-grey__0932397_pe791437_s5.jpg?f=xxs', 'price': '10 590', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
